Inter Root-N63415
 1.00000     0.00080
 0.97416     0.00561
 0.91763     0.01582
 0.85308     0.02714
 0.78840     0.03810
 0.72349     0.04849
 0.65900     0.05806
 0.59510     0.06650
 0.53136     0.07360
 0.46780     0.07924
 0.40496     0.08312
 0.34262     0.08490
 0.28081     0.08438
 0.22012     0.08126
 0.16143     0.07529
 0.10859     0.06590
 0.06456     0.05307
 0.03469     0.04003
 0.01765     0.02961
 0.00795     0.02003
 0.00261     0.01189
 0.00026     0.00488
 0.00065    -0.00137
 0.00438    -0.00720
 0.01236    -0.01319
 0.02603    -0.01956
 0.04940    -0.02609
 0.09220    -0.03398
 0.15009    -0.04124
 0.21145    -0.04642
 0.27330    -0.04919
 0.33600    -0.04979
 0.39930    -0.04851
 0.46316    -0.04559
 0.52767    -0.04134
 0.59264    -0.03606
 0.65804    -0.02998
 0.72403    -0.02340
 0.79051    -0.01662
 0.85572    -0.01018
 0.91888    -0.00486
 0.97398    -0.00169
 1.00000    -0.00080
