Inter Root-S1223
 1.00000     0.00080
 0.98282     0.00896
 0.95294     0.02047
 0.91523     0.03110
 0.86769     0.04213
 0.81675     0.05278
 0.76709     0.06209
 0.71680     0.07063
 0.66528     0.07866
 0.61359     0.08602
 0.56207     0.09264
 0.51040     0.09858
 0.45884     0.10380
 0.40802     0.10810
 0.35831     0.11122
 0.31015     0.11275
 0.26442     0.11235
 0.22104     0.10958
 0.17897     0.10428
 0.13967     0.09667
 0.10464     0.08695
 0.07521     0.07572
 0.05204     0.06416
 0.03492     0.05335
 0.02291     0.04378
 0.01440     0.03506
 0.00798     0.02667
 0.00336     0.01901
 0.00044     0.01224
-0.00097     0.00620
-0.00089     0.00073
 0.00084    -0.00428
 0.00449    -0.00893
 0.01013    -0.01320
 0.01788    -0.01674
 0.02804    -0.01919
 0.04199    -0.02129
 0.06196    -0.02324
 0.09134    -0.02491
 0.13133    -0.02577
 0.17722    -0.02499
 0.22672    -0.02270
 0.27804    -0.01937
 0.33087    -0.01532
 0.38469    -0.01095
 0.43859    -0.00655
 0.49213    -0.00233
 0.54520     0.00155
 0.59792     0.00500
 0.65045     0.00793
 0.70270     0.01025
 0.75413     0.01183
 0.80471     0.01253
 0.85537     0.01217
 0.90436     0.01056
 0.94675     0.00762
 0.98094     0.00292
 1.00000    -0.00080
